#        Em_x_FC[n.u.]          Em_y_FC[n.u.]          Em_z_FC[n.u.]          En_x_FC[n.u.]          En_y_FC[n.u.]          En_z_FC[n.u.]
-6.019559509523937e-01 -2.268789608163793e-01  7.656206438255693e-01 -8.822068432578538e-01  4.279147552961857e-01 -1.964689489685787e-01
 5.985040581769953e-01 -1.296188243397506e-01 -7.905642622345439e-01 -4.339311275258922e-01  8.950765992876016e-01 -1.026725765326356e-01
-1.217466730902088e-01 -2.428878423705602e-01  9.623841455572923e-01 -5.712974249833230e-01 -3.299505719362210e-01  7.514997486934942e-01
-9.731501286893318e-01  1.867141000944370e-01 -1.345981866811782e-01  8.123785512143060e-01  1.176075219260725e-01 -5.711475819027455e-01
 6.573780949948413e-01 -1.104175302831371e-01  7.454274003731859e-01 -5.836683443226325e-01 -3.151037651227668e-01  7.483587916508586e-01
-4.414069821134488e-01  8.967180531566754e-01  3.250552698233625e-02  4.583802215411594e-01  7.198261501407305e-01 -5.212848415918615e-01
 1.637545461102048e-01  8.937106884308363e-01  4.176908593837331e-01 -6.259678700446041e-01  6.728819632123845e-01 -3.942005698312331e-01
-6.503860582318811e-01 -2.609790206774917e-01 -7.133638104248164e-01 -9.238787750341182e-02 -9.647974507456939e-01  2.462323275384957e-01
-1.813876785363947e-04  3.725675746138566e-01 -9.280050481785422e-01 -5.495370626916875e-03 -9.490286330175175e-01  3.151419594636279e-01
-3.405495958641781e-01  1.600227294772135e-01 -9.265088768098272e-01 -5.886793694028450e-01 -7.572385915303529e-01 -2.829245757027762e-01
 3.794764206618897e-01 -7.339591699661809e-01 -5.632952893325094e-01 -2.074923246011295e-01  5.099278184293222e-02  9.769066851196887e-01
 5.852770456300083e-01 -3.191156414354124e-01  7.453965302105144e-01  7.919216658154039e-01 -5.493501879552681e-01 -2.665979111052212e-01
 2.236543418313200e-01 -2.248842165622935e-01 -9.483700883732904e-01 -1.802581561714390e-01  2.024832381938642e-01  9.625526143459380e-01
-1.916422463384223e-01 -3.592096139034868e-01 -9.133683280570174e-01  6.381450096992633e-02 -9.957461450083530e-01  6.646295334216727e-02
 5.597587750991376e-01  5.356887419217929e-01 -6.322243948771352e-01 -3.854119496899430e-01 -8.517327449431303e-02 -9.188052798869374e-01
 2.802571804987440e-01  8.060809135155556e-01  5.212384038468596e-01 -4.724922482533558e-01 -1.899007949183807e-02 -8.811302129772778e-01
 6.840614010174693e-02  8.933025532205521e-01  4.442197073588957e-01  2.195800794688167e-01 -1.445593946484870e-01 -9.648249427327897e-01
 8.451132225004522e-01  5.067856361962993e-01  1.701527551937178e-01  1.458973738339250e-01 -1.575008210129993e-01 -9.766818559226925e-01
 3.680231936039308e-02  5.362232214806540e-02 -9.978828768232997e-01  2.536975039697633e-01 -9.653812589281019e-01 -6.063498486768966e-02
 8.677278034428949e-02  1.855508238760745e-01  9.787958808404497e-01 -9.280386852554477e-01 -1.584303994650541e-01  3.371112682701119e-01
 1.503605070476866e-02 -4.873696975600415e-02  9.986984654830536e-01 -8.562518880175970e-01 -5.158771148529738e-01 -2.652369953969774e-02
-3.031987764611305e-02  6.107640456806330e-02  9.976724802381606e-01  3.478057546395062e-01 -2.273724412950638e-01 -9.095784353089987e-01
 8.491454895898406e-01 -4.274103673892388e-01 -3.102778035203704e-01  7.965803711650337e-01 -8.281026671226847e-02 -5.988340103915442e-01
 7.308033607544963e-01 -6.618266314996286e-01 -1.670687216321133e-01  7.052642512920924e-01 -6.849759766928779e-02 -7.056276744593715e-01
 7.935527784986163e-01 -5.711985550849963e-01 -2.097765439841608e-01  3.631625709072205e-02  9.862568662317881e-01  1.611785447309082e-01
 3.497577319602634e-01 -5.810678964765408e-03 -9.368221629231350e-01 -3.174048122101879e-01 -3.587981737547266e-01 -8.777915787338634e-01
 5.893798669948807e-02  4.337841434862560e-02  9.973187188117999e-01  4.988198645112613e-02 -2.805802555550772e-01  9.585335192993186e-01
-8.767853224746791e-01 -1.804658927507575e-01 -4.457348537490028e-01  1.136495209338922e-01 -4.867563252017399e-01 -8.661131948351756e-01
 1.012677397693096e-01 -6.386799129639293e-01  7.627796625883538e-01  9.570458915194301e-03  1.146108061567856e-03 -9.999535452972121e-01
-7.905888687917796e-02  9.789162318587982e-01 -1.883419852523519e-01  4.168345123243399e-01  9.089629329237946e-01 -5.947764782075728e-03
 7.637802412405997e-01  2.517950237481523e-01 -5.943391364415763e-01  5.711015368516001e-01  4.741218741494691e-03  8.208657353371414e-01
 3.403432308579518e-02 -9.207551507766908e-01  3.886535953394554e-01 -5.050457704087714e-01 -6.037837870261116e-01 -6.167446054215777e-01
 8.245791301364528e-01 -4.206961061910895e-01  3.782645164155189e-01 -1.989666821447816e-01  2.370449675982632e-01  9.509058537692550e-01
 3.873333434021274e-01 -3.284201322911717e-01  8.614598642971005e-01  2.095362787477939e-01 -9.012475051110536e-01 -3.792723064232720e-01
 9.442047974402464e-03  4.142699608645203e-02 -9.990969180841778e-01  7.669643683605713e-02  4.030243666258063e-01  9.119698550294962e-01
-1.220511143443130e-01 -4.249738666917810e-01 -8.969396513235145e-01 -1.329042581278209e-01  5.367861910451712e-01  8.331848794083523e-01
 2.600635053283398e-01  4.760969014303965e-01  8.400587560669265e-01  9.565679852869261e-01  2.751171137960459e-01  9.637563603237316e-02
 4.045913768319963e-01 -9.064495580984565e-01 -1.210579052201982e-01 -1.200906011035956e-01 -1.190202520109881e-01 -9.856025705819856e-01
 6.996127117712724e-01 -5.186577757506130e-01 -4.914632897597474e-01 -4.281281085439809e-01  6.207176136731836e-01 -6.568226295967746e-01
-1.348236395147635e-01 -9.792103456371440e-01  1.515575310737746e-01 -6.038984750326202e-01  5.699260034101717e-01 -5.572171771313091e-01
-1.061455611756020e-01  5.178001147023692e-01 -8.488911361634834e-01 -4.567328617117954e-01  7.111607636961949e-01  5.344581005201428e-01
 1.426595274114939e-01  1.163612792253264e-01  9.829080892615417e-01  8.834021583478666e-01  3.075380077106640e-01  3.535830884526101e-01
-9.906463139454710e-01 -1.173658574681072e-02 -1.359490096369191e-01  2.901718188573599e-01  4.671821309792749e-01 -8.351893031131775e-01
 1.108144418732303e-01  9.593906342365467e-01 -2.594027185893031e-01 -2.034919120046569e-01 -3.642563528090922e-02 -9.783988015339508e-01
-3.621732715348571e-01 -4.659727711616892e-01 -8.072793184032617e-01 -2.175198530502361e-01  9.373288506141698e-01 -2.722126729880942e-01
-9.986923160792079e-01 -5.112337741057198e-02  2.410113765774489e-04  8.245468793816880e-01  6.100413698442011e-02 -5.624952790670390e-01
 9.180036345892355e-01  1.388480220701853e-01 -3.714707978403562e-01  6.733679433817591e-01 -5.298150978362145e-01  5.156273605333823e-01
 1.072252937746106e-01  5.723142866257481e-01  8.129939075411386e-01  6.313293500763396e-01  7.356689349678295e-01 -2.453863685201076e-01
 9.317159291193685e-01 -2.022021515361131e-01  3.016947419816904e-01 -2.215320267142160e-01 -2.301412027007228e-01  9.476067686331481e-01
-9.488535269076269e-01 -2.165284014453346e-01  2.297660458868661e-01  7.321450506039104e-01  6.751593491695772e-01  9.013033953730819e-02
 3.101179397070638e-01 -4.594965406050960e-01 -8.322798763900250e-01  2.643246712333658e-01  3.974683781721543e-02 -9.636143715516623e-01
-5.421323103958567e-01 -8.256206567324739e-01  1.563428578525064e-01 -3.350666324161509e-01  6.047189385406639e-01  7.225270633073565e-01
-1.877944998542282e-01  2.212217484432664e-01 -9.569713495398932e-01  6.622797023222275e-04  1.422933860759206e-02  9.998985385069759e-01
 4.074466015258799e-01 -3.134266872130069e-01  8.577592777975013e-01 -3.394129562598282e-02  5.842232604219973e-01  8.108829572960088e-01
-8.659408864511401e-01 -4.240587210412951e-01 -2.651802826022982e-01  4.886421393109505e-02  4.658537845335576e-02 -9.977184428040076e-01
 3.615961293614101e-01 -6.893603739627290e-01 -6.277184990430127e-01  7.229064335762313e-03 -1.790616207841609e-01  9.838113013128985e-01
-4.879967387661545e-01  5.818525860941054e-02 -8.709039319202513e-01  2.810884452327375e-01 -4.867627760003272e-01 -8.270739301036503e-01
 1.903102046744895e-01 -3.273114562385031e-01 -9.255534758250246e-01  1.599075937920378e-02 -1.210901882966754e-02  9.997988134007058e-01
-2.733073537919283e-02  2.307893265151079e-01  9.726198217547982e-01  9.429358123330039e-03 -3.933276602067510e-03  9.999478069082174e-01
 6.364873724841122e-02  8.456747559968697e-02  9.943828137681077e-01 -5.114493705295263e-01  4.632501513501324e-01 -7.237532995842096e-01
 7.879020850329371e-02 -3.376015238701108e-01  9.379857750118530e-01  5.729203189939066e-01  4.763382846898651e-01 -6.669813690221319e-01
 7.207725925954276e-01 -9.117485550708827e-02  6.871491944887421e-01 -6.941478156199374e-02 -3.456120907152374e-01 -9.358065349484065e-01
 2.056590368434096e-02  2.344359352152429e-02 -9.995136024729449e-01 -1.534471190442118e-02 -4.444228677723508e-01 -8.956856895237134e-01
-1.188881809394164e-01  8.161611033115888e-01  5.654614521557828e-01 -2.506861171186822e-01  7.324042774343281e-01 -6.330406346198149e-01
-6.774721618089081e-01  7.012727347597810e-01  2.219189524499937e-01 -2.606192916041027e-01 -9.590817183017238e-01  1.106338215157934e-01
 9.497301175830992e-01 -2.581796414799524e-01 -1.770761883508785e-01  6.542934423413468e-01 -7.272651998406893e-01  2.073292560392603e-01
-5.130629996805651e-01  3.128286960445505e-02 -8.577807064909371e-01  3.966357327232876e-02 -1.931981244980990e-01  9.803577335063398e-01
-2.862017948251003e-01 -6.311589136981616e-01  7.209209098772540e-01  9.643858775081759e-01 -2.612525596070920e-01  4.131560675493440e-02
 8.524255938563154e-01  1.320857787460118e-01  5.058892704849228e-01  7.872254576880641e-01  1.020237968421442e-01  6.081671017456722e-01
 3.550096646398384e-01  8.996361200758687e-01  2.542105219442083e-01  4.594239228593265e-01  7.989513634260631e-01  3.880803756751718e-01
 6.925582033629235e-01 -1.770967584432565e-01 -6.992852587489674e-01 -7.208747979509222e-01 -6.805941738535108e-01  1.308858135776140e-01
 4.706151399450311e-02 -6.870621503318272e-02 -9.965263016681292e-01 -7.455043976157147e-01 -6.592573837085521e-01  9.799436290616598e-02
-6.320954713010497e-01 -2.794966005788990e-01  7.227288325683038e-01 -9.594440561857420e-01  1.994801826692315e-01 -1.991852398449765e-01
-2.490550951224322e-01  7.643771275298631e-01  5.947261273079834e-01  7.409600255907494e-01  6.105980567024908e-01  2.795500914464129e-01
 6.239636852253745e-01  2.957715216167730e-03 -7.814477406971434e-01 -3.723552801798088e-01 -8.897415141709244e-01  2.640295121440914e-01
 2.039132228591699e-01  3.891106367625393e-01  8.983386387668282e-01 -5.045657212469998e-01  6.942682767988655e-01  5.132299609076119e-01
-5.760825261064634e-01  7.751453008811361e-01 -2.593813517519891e-01 -5.056619308369693e-01 -1.928766520007004e-01 -8.408951235530081e-01
-1.656160575529515e-02 -1.643291363857026e-02 -9.997277992354486e-01 -7.730108757100823e-02 -5.167719474451394e-01 -8.526261174712497e-01
 2.846032835611717e-01  1.289454126447637e-01  9.499337090260935e-01  9.574501303151994e-01 -7.416886809732147e-02  2.789054086326936e-01
-8.967094692056941e-01  4.209565312055919e-01  1.367761919056021e-01  1.750393038122248e-01  9.782422186581322e-01  1.113705695224132e-01
-8.949033736813269e-01 -1.414480823655578e-02  4.460357341892356e-01 -1.096830372450506e-03 -5.755899032468436e-01 -8.177377698525508e-01
-7.412148358414790e-01 -6.677652857176971e-01  6.848423408969077e-02 -2.087833357108995e-01 -5.611075563514216e-02  9.763509112155748e-01
 7.832938335381741e-01 -8.929475582926583e-02  6.152050202350945e-01  9.990957037005874e-01 -3.849456898798848e-03 -4.234331740206757e-02
-6.514880668589556e-01 -5.106143077723972e-01  5.611027779636247e-01 -1.179306654778697e-01 -7.244047853891282e-02 -9.903760574695857e-01
-2.199750296042420e-01  9.746349380855579e-01 -4.120344419552108e-02  4.131251759612871e-01 -3.075635436407763e-01 -8.571652440516262e-01
-8.157060968031091e-01  4.992443526748393e-01 -2.921962353633554e-01  5.198063272124874e-01 -8.590337783245623e-03 -8.542409427594969e-01
 3.593619181774176e-01  3.238990017342863e-01 -8.751848081630416e-01  1.880559444137274e-01 -9.780962271518698e-01 -8.923414257972666e-02
-4.526596928639096e-01 -8.846244649189848e-01 -1.119765981049198e-01  2.308605493639879e-02  1.635821671276980e-02  9.995996412631667e-01
 3.792120358977512e-01  6.266061013667403e-01 -6.808546288013740e-01  2.242684335833749e-01  7.162610759030660e-01  6.608129393741029e-01
 2.256545301902579e-01 -1.034489244288089e-01  9.686993099198206e-01  7.132361284501815e-02  9.042190281117328e-01  4.210711239819319e-01
 3.332730798109719e-01  6.944934015924613e-01  6.376581916809677e-01 -9.865660400286255e-01  1.394626956593821e-01 -8.507411581471193e-02
-3.451259348496944e-01 -7.424298963493778e-02  9.356153416785079e-01 -1.687752744311488e-01  6.894612174467415e-01  7.043849348030858e-01
 7.266761996762403e-01 -3.944592372364912e-01 -5.624443181177159e-01 -1.207373562677516e-01  2.650811400888932e-01 -9.566370680517490e-01
-3.615464040236452e-02  1.437072153536912e-01 -9.889595938321563e-01  5.237672406047140e-01  3.124537258820139e-02 -8.512882028791120e-01
-3.735784159745928e-01  3.351904676065791e-01  8.649199486331651e-01  2.040410634945095e-01 -1.146057735362316e-01 -9.722308167715069e-01
-5.681453948461230e-02 -6.579998661632465e-02  9.962140682927756e-01  5.771849193525125e-01  5.779874794579729e-01  5.768778401549612e-01
 2.492785922454683e-01  1.568292937315456e-01 -9.556488665172905e-01 -6.153719311455845e-01  3.096126842480288e-01  7.248843853407827e-01
 6.657954330931449e-01  7.248964081896250e-01 -1.767530442908751e-01 -6.512049293681620e-01  1.139118947291056e-01  7.503040851586991e-01
 1.290660486205392e-01  9.791527426339818e-01  1.568498061389695e-01  7.363471990102891e-02  9.964013630243654e-01 -4.197918279675947e-02
-7.135265709317350e-01 -6.483211955637678e-01  2.656303069251824e-01  4.701128602529502e-01  8.520716797085343e-01  2.301472382268951e-01
 2.451174039219165e-01 -6.097400182064208e-01  7.537470188944124e-01  6.602405451228810e-01  3.344535535248830e-01 -6.724754591138766e-01
-1.097634577621229e-01 -3.098320864324763e-02  9.934747224375020e-01 -1.232007830114009e-01  8.399880535854455e-01  5.284331905729546e-01
-1.800501998819712e-01  6.763645893059980e-01 -7.142218617876317e-01  1.014073236659023e-01  3.451886308121269e-01  9.330387794003892e-01
 4.346243322180163e-01 -9.070415236576530e-02 -8.960326146896950e-01 -4.986966348954626e-03 -1.013260286890293e-02  9.999362282294484e-01
-2.947942489463246e-01  1.860679678466207e-01  9.372700049236620e-01  4.952095173977680e-01 -7.645228777226327e-01 -4.126406467101541e-01
 4.478159963454941e-01 -7.097280808044791e-01  5.438261530440434e-01 -5.144164047413397e-01  8.330740628044274e-01 -2.033798623647858e-01
-7.298649889439679e-01 -3.406688626330044e-01  5.926565817960321e-01 -3.626577823583420e-01  2.464154840761587e-01  8.987539942066693e-01
 7.256858795891750e-01 -2.610724311500930e-01 -6.365698625117792e-01  1.186440103603970e-01 -2.482964131582927e-01  9.613909142582576e-01
-9.888356704411100e-01 -9.865352684484152e-02 -1.116758635711176e-01  9.786645165363189e-01  2.052856288568192e-01  8.577567113897422e-03
-5.383704205248623e-02  4.244486775342140e-01  9.038500390233414e-01  4.950894243630544e-01 -8.034761757667763e-01 -3.306244045122137e-01
-5.229857931181170e-01  6.490740920800604e-01  5.524388501789673e-01  4.053385733824780e-01 -8.404187847914590e-01  3.597178159306332e-01
 4.985269477441787e-01 -8.241091983328153e-02 -8.629480416949246e-01 -1.165197870104380e-01 -3.323238132006712e-01  9.359401810024012e-01
 3.817679868047465e-02  8.654101011771730e-01  4.996077349511572e-01 -3.219313091380320e-01  6.709089515989558e-01 -6.680130319545141e-01
-1.329506526404552e-02  1.373796379222588e-02  9.998172380942770e-01 -4.620739948776501e-01  3.734715189965513e-01 -8.043672343875141e-01
-1.529386908545611e-01 -8.201366364974952e-02 -9.848266425185901e-01  9.316316818906469e-02  1.171588558314307e-01  9.887337490918605e-01
-5.274838343969920e-01 -9.816048171017305e-02  8.438751828797156e-01 -1.162989951082472e-01 -9.738169500051952e-01  1.953332834398459e-01
 1.274336146575728e-01 -7.772492444918037e-02 -9.887970013985047e-01 -3.846817517062862e-01 -9.067040972433188e-01 -1.729382258101467e-01
 5.101759303578719e-01  4.327367882671395e-01 -7.432761210773025e-01  9.582641533817217e-01 -5.461915153736210e-02 -2.806181758706139e-01
 7.536529407117652e-02  5.685029044467510e-01  8.192218991733395e-01  1.270706850215294e-01  3.549003585840234e-01  9.262282529080458e-01
 8.400388221102604e-01  1.017513110270107e-02  5.424308656913333e-01 -1.015610013071332e-01 -4.832437127331118e-01  8.695751129818574e-01
 2.214650787819331e-01  1.407948671935286e-01  9.649507885131080e-01  4.691777780306425e-02 -1.457944920810760e-01  9.882017446882208e-01
-1.611985505234775e-01 -9.867168021672565e-01 -2.012410569324545e-02  7.360309600095172e-01  6.660058835675340e-01 -1.212212397267782e-01
-2.785484729518440e-01  8.830634594747397e-02  9.563538767012977e-01 -9.531828459787289e-01 -9.422715767833600e-02  2.873390069025658e-01
 7.238414438380254e-01  4.774500078337013e-01 -4.980914114919883e-01 -1.392731834525422e-01 -1.058494375969183e-01 -9.845805588835332e-01
-1.898664850980374e-01 -1.893138010481350e-01 -9.633851787157740e-01  4.795232708896001e-02 -3.610098820308911e-01  9.313283198758617e-01
 4.337185668493295e-02 -7.193030227579671e-01  6.933412172220493e-01  5.754720013297735e-01 -5.500199337955097e-01  6.052355311059392e-01
 1.880824665767176e-01  8.913153408617684e-01  4.125311490189406e-01 -2.116264964934190e-01  5.826398189720802e-01 -7.846942508583217e-01
-1.477604908606800e-01 -7.461472834816848e-01  6.491772244106483e-01 -2.464618645768934e-01 -5.496823629319147e-01  7.981891061589778e-01
-3.809580653516161e-02  9.444092974774100e-01 -3.265574809473218e-01 -9.105557806022406e-01  2.197625742110885e-01 -3.501322341458439e-01
-5.644907235706725e-01 -8.144994490641001e-01 -1.339435346589602e-01  8.818253741388923e-01  3.618705588370540e-01 -3.023800723787216e-01
 6.674732872356296e-01 -1.464123928382265e-01  7.300978167685803e-01 -3.394882171660733e-01 -9.199044780432351e-01 -1.962740473965022e-01
-3.080502093922037e-01 -9.218172784178944e-01 -2.352827526693057e-01  3.566717950812685e-01 -5.417256955441239e-02 -9.326577953898085e-01
-4.809706025216600e-01  7.992629298358116e-01  3.603415719844514e-01 -1.885472411377246e-01  5.917517927325632e-02  9.802796723473004e-01
 3.864064319363098e-01 -9.002290668315118e-01 -2.006930407112205e-01  1.232794030302310e-01  1.574947297425009e-01  9.797946718021314e-01
-1.132998816722209e-01  9.027596739795751e-01 -4.149555492451593e-01 -3.551675514927739e-01 -9.223948949923327e-01  1.518014099365063e-01
 9.798547146989365e-01 -7.809310867214361e-02 -1.838102403572403e-01  1.561357142501073e-01 -9.185584608755477e-01  3.631418354989599e-01
-3.230367894575150e-01 -9.439041016252948e-01 -6.850021599912101e-02 -1.514852835414881e-01  3.925777115102523e-01  9.071576209764917e-01
 3.216807894647206e-02 -9.648928052942678e-01  2.606666242315110e-01  2.392577991714551e-02 -9.408102778938281e-01 -3.380881217444565e-01
 9.467124889958652e-01  1.785173571182777e-01  2.680802424401300e-01 -7.274667226413815e-03 -3.100156441424566e-01  9.507036234303952e-01
 1.448153490429691e-01  1.812019823251039e-01 -9.727252213667618e-01  1.342267418916132e-01  1.666225449893415e-01 -9.768419059717069e-01
 1.010648930868177e-01  4.173732777132129e-02 -9.940039652113363e-01  6.171033008329131e-01 -3.188345395605093e-01 -7.193942260571469e-01
-2.445399149980248e-01  1.951651757185637e-01 -9.497951274667085e-01 -2.297882258661756e-01  7.057005538178658e-01  6.702119810883964e-01
 2.670365850019528e-01  2.810758164564306e-01  9.217851418165980e-01  1.698883994517255e-01 -6.753439164057204e-01 -7.176688138030760e-01
-3.593629238871120e-02 -5.456571276046723e-01  8.372376496452912e-01  1.293585546366202e-01  2.718457330937277e-01  9.536069744612077e-01
 2.499247624926388e-02  3.307970177600609e-02 -9.991401850898304e-01  3.408517292966016e-01  6.712795758199295e-01  6.581822162004468e-01
 1.347096353395806e-01  2.418329210628699e-01 -9.609215121105765e-01 -1.087355867423075e-01  2.336676935840587e-01 -9.662173570946201e-01
-2.983474121942378e-01  2.959126011225564e-01  9.074274373931419e-01 -3.002978183435425e-01  2.868004177698525e-02 -9.534142203165312e-01
-6.701809193082674e-01  2.102993897614896e-01  7.117806558632165e-01  2.456540653664178e-01 -2.875320366890524e-02 -9.689310261560036e-01
 2.020662304040977e-01 -4.066355296731968e-01 -8.909639636582822e-01 -4.670290087869460e-01  4.802749207053880e-01 -7.424418532739894e-01
-8.665509841332883e-01  4.306363525310867e-01 -2.522731134630702e-01  8.715803454754701e-01 -1.631874459170426e-01  4.622959645897122e-01
 9.016335181380377e-01 -1.780839849763934e-01  3.941358817272955e-01 -6.674453718938796e-01 -3.630982147813981e-01 -6.501356488918312e-01
-3.692472907725312e-01 -4.920955210815837e-01  7.883517212441351e-01  7.382074253309588e-01  1.814777058849978e-01 -6.497042707670584e-01
 8.363775913860886e-01 -2.061597167895390e-01  5.079081568556093e-01 -8.305612781147965e-01 -1.753591139669986e-01 -5.285992285702135e-01
 2.944518325204742e-01  3.717791151602357e-01  8.803853746263660e-01  1.086611325392573e-01  1.640847281152171e-03  9.940774949144990e-01
 3.895698839681529e-01 -1.759673464484406e-01  9.040303083906724e-01  5.532799713023232e-01 -2.018198022417051e-01 -8.081769860487363e-01
-8.152604206178179e-01 -4.879036535386400e-01 -3.119302348886770e-01  2.784035873586569e-01  7.965556103520670e-01  5.366475586103757e-01
 1.108995013675725e-01 -4.137128166508487e-01  9.036276921029175e-01 -1.589079733048434e-01 -2.428603902507569e-01 -9.569572022130338e-01
-9.490953578896833e-03  3.634388804189795e-02 -9.992942727756230e-01  8.478780584093882e-01  5.922831027689148e-02  5.268726651949884e-01
 1.785119112768790e-01  4.768399597142163e-01 -8.606724988937547e-01 -5.321101216478878e-01 -9.111595501679126e-02 -8.417581013457774e-01
 2.954518170501222e-02  5.909498711683008e-01  8.061670620933273e-01 -4.626535423045681e-01 -4.538362651989281e-01  7.615670319698217e-01
 5.305859547546264e-01 -6.625252370309317e-01 -5.287143415061003e-01 -2.740175358460180e-01  1.354687630626302e-01  9.521358118898571e-01
 6.440511535173444e-01  6.099946686169228e-01 -4.616325550824040e-01 -1.983647267815596e-01 -1.232489495197609e-02 -9.800507803850268e-01
-4.954524949353664e-01  4.951977360268364e-01  7.136567995165578e-01  3.805320818487733e-01  9.144892887833146e-01 -1.374942740059605e-01
-9.875653158359704e-01 -1.547372131520427e-01  2.776944046500561e-02  9.698723347332228e-01 -1.813139796490306e-01  1.627049326325372e-01
-4.725371591092829e-01 -2.053162689756143e-01  8.570611780700731e-01 -1.964164452733414e-01 -2.185716224045338e-01  9.558488509725972e-01
 2.676108894901726e-02 -3.572539431368461e-03 -9.996354741005714e-01  4.382305136277524e-01  1.400191012526015e-01  8.878900090720527e-01
 4.657802789284996e-02 -1.779659210741583e-01 -9.829336794788545e-01 -8.884824046264163e-02 -4.790532158271897e-04  9.960450595604142e-01
 4.236127371270829e-01  7.745732981558543e-01 -4.696684519186519e-01  3.706083237028528e-02  6.909860162800774e-01  7.219174606625124e-01
-3.377811896148493e-01  2.509885426740351e-01  9.071431085494401e-01 -6.746968284553952e-01 -6.744359183300379e-01 -2.998672735370591e-01
-3.898332626529690e-01 -8.338877886410417e-01 -3.907188033416035e-01 -3.009678540589527e-01 -1.013742658934718e-01 -9.482307783644806e-01
-5.775753353874383e-01 -2.433677032048896e-01  7.792168459349841e-01  3.394895504734564e-01 -1.679072646443271e-01  9.255020235520776e-01
 9.548236648611269e-01 -2.871953426263383e-01  7.635839308750988e-02 -1.365113787621232e-01 -6.330083768838666e-01 -7.620138045096800e-01
 9.897811792439730e-01 -1.271473934078612e-01 -6.455042652064144e-02  8.936363083295309e-01 -3.774581516331854e-01  2.427745707458397e-01
 4.638458681219569e-01  2.493262268273543e-01  8.501079009409469e-01 -2.299124319046398e-01  4.531766873782273e-01  8.612613794154426e-01
-9.400482107935521e-01  2.096893423982284e-01  2.689604823546391e-01  1.354864118921933e-01  1.545138074422033e-01 -9.786566892952261e-01
 6.135445806075194e-01  7.798002400725070e-01  1.243970787036555e-01 -3.109472073394904e-01  7.601954370894073e-01 -5.704513403229209e-01
 3.415940799032705e-01  1.242134796607080e-01 -9.316031859357379e-01 -1.346810985531114e-01  4.355788811314115e-01  8.900179998206973e-01
 1.415168347730300e-01 -1.334197393953587e-02  9.898459360967340e-01  2.672310719906579e-01 -2.970338995398406e-01  9.167106504709540e-01
-8.700125838237316e-01 -4.658946861282681e-01 -1.613079211501934e-01 -1.662768789658079e-01 -2.162003830053573e-01 -9.620859597300684e-01
-6.657956519772007e-01  4.980607797200959e-02  7.444699486247247e-01 -1.216620301454244e-01  1.319782044519735e-01  9.837581531913863e-01
-9.342751869325086e-01 -3.447718755604057e-01  9.089680360049179e-02 -3.935147942652614e-01  8.543303861289357e-01 -3.395080235151335e-01
 2.646678620446741e-02 -4.109601453311199e-02  9.988045989168759e-01 -5.637223284030382e-02 -1.152577612805261e-01  9.917347527586193e-01
-4.419354729692914e-01 -5.846792258186575e-01 -6.803258341614731e-01 -3.067096870243174e-01 -7.735977056122010e-01  5.545049663952378e-01
-2.759904302838356e-01 -9.577870993162961e-01  8.045591821002904e-02  6.150212313435595e-01  7.132407210260298e-01 -3.362090999168840e-01
 1.047680827500282e-01  2.783171974389523e-01  9.547581821836409e-01 -8.033538265429694e-01 -5.256295085326131e-01 -2.798861360241561e-01
 7.426357976695934e-01 -4.413524937389263e-01 -5.036864583151682e-01  6.500103282450429e-01 -5.078904280864979e-01  5.652732845561390e-01
 4.942595322455858e-01 -2.851108867887968e-01 -8.212303556365173e-01  2.307901082264306e-03 -2.896701981745237e-01  9.571237380203913e-01
-1.265088748825783e-01 -9.816374875847975e-01  1.427702614137502e-01  5.596391292737911e-01 -5.776190219457237e-01  5.942729259121087e-01
-3.310227616387864e-01 -2.330897146907403e-01 -9.143812750611314e-01  1.531449591686878e-01  7.404795997808600e-01  6.543978788089081e-01
 3.163005791581853e-01  9.236413127339237e-01  2.164270524572903e-01  4.188822030131057e-01  3.583686383239096e-02  9.073331357277469e-01
-5.165679930103919e-01 -8.561119381226732e-01  1.516106859874941e-02  5.717159486689340e-01 -2.353271143188386e-01 -7.859783860284894e-01
 4.854252225129609e-01 -3.406300417264282e-02  8.736143686404070e-01 -2.374700117942372e-01  7.537060905168753e-01  6.128092057208446e-01
 8.419244180401021e-01  4.710378060497397e-01  2.632235923690797e-01  1.879933172024290e-01  6.077366059784018e-01  7.715664134998876e-01
 2.385510443459387e-03 -6.912021315072250e-02  9.976054858880452e-01 -2.141017433595856e-02 -9.696610514192335e-01 -2.435139622186999e-01
-3.855605861962439e-01  1.490207205587301e-01  9.105689755401101e-01 -7.365315945843935e-01 -6.706297219296218e-01  8.818722267748690e-02
-1.012400335392661e-01  2.134099456822872e-01 -9.717029642297339e-01 -9.837495929573076e-01  2.506627056405621e-02 -1.777875710963539e-01
 2.785302714828501e-01 -2.376578929807265e-01  9.305587642764165e-01 -3.246454302971398e-01 -1.502437205083079e-02 -9.457164547747190e-01
-9.157718732273846e-01 -7.732580860925474e-02  3.941859910353639e-01 -8.814404490338258e-01 -4.711554903321733e-01 -3.279083312294814e-02
 1.179134105091504e-01  3.629379305343107e-01  9.243227175622010e-01 -8.184356292815795e-04 -1.236700966326687e-06  9.999996650807396e-01
-7.007571356602579e-01  4.440450717291214e-01  5.583577805442584e-01  8.410051414919506e-01 -5.302000133317741e-01 -1.076953938062844e-01
